nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,sponsor_name,agency_class,drug_name,intervention_type
NCT03289143,"ClinicalTrials.gov processed this data on January 31, 2020",2017-09-18,,,2020-01-06,2017-09-18,2017-09-20,Actual,,,,,,,2020-01-06,2020-01-09,Actual,"October 4, 2017",Actual,2017-10-04,January 2020,2020-01-31,"September 20, 2022",Anticipated,2022-09-20,"June 24, 2020",Anticipated,2020-06-24,,Interventional,,,A Study to Evaluate the Efficacy and Safety of Semorinemab in Patients With Prodromal to Mild Alzheimer's Disease,"A Phase II, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Efficacy, and Safety Study of MTAU9937A in Patients With Prodromal to Mild Alzheimer's Disease","Active, not recruiting",,Phase 2,457,Actual,"Genentech, Inc.",,4,,,False,,,,True,True,False,,,,,,,,,,,2020-02-01 08:45:33.720811,2020-02-01 08:45:33.720811,"Genentech, Inc.",Industry,Placebo,Drug
NCT03298672,"ClinicalTrials.gov processed this data on January 31, 2020",2017-09-21,,,2019-09-06,2017-09-26,2017-10-02,Actual,,,,,,,2019-09-06,2019-09-10,Actual,"October 9, 2017",Actual,2017-10-09,September 2019,2019-09-30,"September 5, 2019",Actual,2019-09-05,"September 5, 2019",Actual,2019-09-05,,Interventional,,,"Safety, Tolerability, and Pharmacokinetics Study of NDX-1017","A Randomized, Placebo-Controlled, Double-Blinded, First-in-Human Study to Evaluate Safety, Tolerability, and Pharmacokinetics of Single Ascending Doses (Part A) and Multiple Ascending Doses (Part B) of NDX-1017 in Healthy Young and Elderly Subjects",Completed,,Phase 1,88,Actual,Athira Pharma,,2,,,False,,,,False,True,False,,,,,,,,,No,,2020-02-01 08:43:58.167473,2020-02-01 08:43:58.167473,Athira Pharma,Industry,Placebo,Drug
NCT03352557,"ClinicalTrials.gov processed this data on January 31, 2020",2017-11-21,,,2020-01-20,2017-11-21,2017-11-24,Actual,,,,,,,2020-01-20,2020-01-22,Actual,"May 3, 2018",Actual,2018-05-03,January 2020,2020-01-31,"March 26, 2024",Anticipated,2024-03-26,"March 26, 2024",Anticipated,2024-03-26,,Interventional,TANGO,,Phase 2 Study of BIIB092 in Participants With Early Alzheimer's Disease,"Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study to Assess the Safety, Tolerability, and Efficacy of BIIB092 in Subjects With Mild Cognitive Impairment Due to Alzheimer's Disease or With Mild Alzheimer's Disease","Active, not recruiting",,Phase 2,654,Actual,Biogen,,4,,,False,,,,True,True,False,,,,,,,,,,,2020-02-01 08:34:31.539157,2020-02-01 08:34:31.539157,Biogen,Industry,Placebo,Drug
NCT03393520,"ClinicalTrials.gov processed this data on January 31, 2020",2018-01-03,,,2020-01-24,2018-01-03,2018-01-08,Actual,,,,,,,2020-01-24,2020-01-27,Actual,"October 13, 2017",Actual,2017-10-13,January 2020,2020-01-31,June 2021,Anticipated,2021-06-30,June 2021,Anticipated,2021-06-30,,Interventional,,,"Assessment of the Efficacy, Safety, and Tolerability of AVP-786 (Deudextromethorphan Hydrobromide [d6-DM]/Quinidine Sulfate [Q]) for the Treatment of Agitation in Patients With Dementia of the Alzheimer's Type","A Phase 3, Multicenter, Randomized, Double-blind, Placebo-controlled, Parallel-design Study to Assess the Efficacy, Safety, and Tolerability of AVP-786 (Deudextromethorphan Hydrobromide [d6-DM]/Quinidine Sulfate [Q]) for the Treatment of Agitation in Patients With Dementia of the Alzheimer's Type",Recruiting,,Phase 3,412,Anticipated,Avanir Pharmaceuticals,,3,,,False,,,,True,True,False,,,,,,,,,,,2020-02-01 08:27:50.083519,2020-02-01 08:27:50.083519,Avanir Pharmaceuticals,Industry,Placebo,Drug
NCT03418688,"ClinicalTrials.gov processed this data on January 31, 2020",2018-01-26,,,2018-11-05,2018-01-26,2018-02-01,Actual,,,,,,,2018-11-05,2018-11-07,Actual,"March 6, 2018",Actual,2018-03-06,November 2018,2018-11-30,"October 15, 2018",Actual,2018-10-15,"October 15, 2018",Actual,2018-10-15,,Interventional,,,A Multiple Ascending Dose Study of COR388,"A Randomized, Double-Blind, Placebo-Controlled, Multiple Ascending Dose Study of COR388 in Older Healthy Volunteers and Patients With Alzheimer's Disease",Completed,,Phase 1,33,Actual,Cortexyme Inc.,,2,,,False,,,,True,True,False,,,,,,,,,No,,2020-02-01 08:23:47.480357,2020-02-01 08:23:47.480357,Cortexyme Inc.,Industry,Placebo,Drug
NCT03446001,"ClinicalTrials.gov processed this data on January 31, 2020",2018-02-08,,,2020-01-22,2018-02-20,2018-02-26,Actual,,,,,,,2020-01-22,2020-01-23,Actual,"January 10, 2018",Actual,2018-01-10,January 2020,2020-01-31,December 2022,Anticipated,2022-12-31,December 2021,Anticipated,2021-12-31,,Interventional,,,Safety and Efficacy of TRx0237 in Subjects With Alzheimer's Disease Followed by Open-Label Treatment,"Randomized, Double-Blind, Placebo-Controlled, Three-Arm, 12-Month, Safety and Efficacy Study of TRx0237 Monotherapy in Subjects With Alzheimer's Disease Followed by a 12-Month Open-Label Treatment",Recruiting,,Phase 3,450,Anticipated,TauRx Therapeutics Ltd,,3,,,False,,,,True,True,False,,,,,,,,,,,2020-02-01 08:18:55.846673,2020-02-01 08:18:55.846673,TauRx Therapeutics Ltd,Industry,Placebo,Drug
NCT03493282,"ClinicalTrials.gov processed this data on February 06, 2020",2018-02-14,,,2020-01-30,2018-04-03,2018-04-10,Actual,,,,,,,2020-01-30,2020-02-05,Actual,"April 20, 2018",Actual,2018-04-20,January 2020,2020-01-31,"March 1, 2021",Anticipated,2021-03-01,"January 31, 2021",Anticipated,2021-01-31,,Interventional,,,Effect of CT1812 Treatment on Brain Synaptic Density,A Pilot Synaptic Vesicle Glycoprotein 2A (SV2A) PET Study to Evaluate the Effect of CT1812 Treatment on Synaptic Density in Participants With Mild to Moderate Alzheimer's Disease,"Active, not recruiting",,Phase 1/Phase 2,23,Actual,Cognition Therapeutics,,3,,,,,,,True,True,False,,,,,,,,,Undecided,,2020-02-07 06:03:03.394019,2020-02-07 06:03:03.394019,Cognition Therapeutics,Industry,Placebo,Drug
NCT03507790,"ClinicalTrials.gov processed this data on January 31, 2020",2018-04-10,,,2020-01-20,2018-04-16,2018-04-25,Actual,,,,,,,2020-01-20,2020-01-22,Actual,"October 2, 2018",Actual,2018-10-02,January 2020,2020-01-31,"July 31, 2020",Anticipated,2020-07-31,"June 30, 2020",Anticipated,2020-06-30,,Interventional,,,A Study to Evaluate the Safety and Efficacy of CT1812 in Subjects With Mild to Moderate Alzheimer's Disease.,"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Phase 2 Study to Evaluate the Safety and Efficacy of CT1812 in Subjects With Mild to Moderate Alzheimer's Disease.",Recruiting,,Phase 2,120,Anticipated,Cognition Therapeutics,,3,,,,,,,True,True,False,,,,,,,,,No,,2020-02-01 08:09:06.429952,2020-02-01 08:09:06.429952,Cognition Therapeutics,Industry,Placebo,Drug
NCT03518073,"ClinicalTrials.gov processed this data on February 06, 2020",2018-04-26,,,2020-02-03,2018-05-01,2018-05-08,Actual,,,,,,,2020-02-03,2020-02-05,Actual,"April 30, 2018",Actual,2018-04-30,February 2020,2020-02-29,"October 22, 2021",Anticipated,2021-10-22,"August 23, 2021",Anticipated,2021-08-23,,Interventional,,,A Study of LY3303560 in Participants With Early Symptomatic Alzheimer's Disease,"Assessment of Safety, Tolerability, and Efficacy of LY3303560 in Early Symptomatic Alzheimer's Disease","Active, not recruiting",,Phase 2,285,Anticipated,Eli Lilly and Company,,3,,,False,,,,True,True,False,,,,,,,,,Yes,"Lilly provides access to the individual patient data from studies on approved medicines and indications as defined by the sponsor specific information on ClinicalStudyDataRequest.com.
This access is provided in a timely fashion after the primary publication is accepted. Researchers need to have an approved research proposal submitted through ClinicalStudyDataRequest.com. Access to the data will be provided in a secure data sharing environment after signing a data sharing agreement.",2020-02-07 06:02:44.436528,2020-02-07 06:02:44.436528,Eli Lilly and Company,Industry,Placebo,Drug
NCT03522129,"ClinicalTrials.gov processed this data on February 06, 2020",2018-04-30,,,2020-01-30,2018-04-30,2018-05-11,Actual,,,,,,,2020-01-30,2020-02-05,Actual,"May 16, 2018",Actual,2018-05-16,January 2020,2020-01-31,"March 31, 2021",Anticipated,2021-03-31,"January 30, 2021",Anticipated,2021-01-30,,Interventional,,,Study to Evaluate the Effect of CT1812 Treatment on Amyloid Beta Oligomer Displacement Into CSF in Subjects With Mild to Moderate Alzheimer's Disease,A Pilot Study to Evaluate the Effect of CT1812 Treatment on Amyloid Beta Oligomer Displacement Into CSF in Subjects With Mild to Moderate Alzheimer's Disease,Recruiting,,Phase 1,18,Anticipated,Cognition Therapeutics,,4,,,False,,,,True,True,False,,,,,,,,,,,2020-02-07 06:02:33.931340,2020-02-07 06:02:33.931340,Cognition Therapeutics,Industry,Placebo,Drug
NCT03533257,"ClinicalTrials.gov processed this data on January 31, 2020",2018-04-30,,,2020-01-15,2018-05-10,2018-05-23,Actual,,,,,,,2020-01-15,2020-01-18,Actual,"August 27, 2018",Actual,2018-08-27,January 2020,2020-01-31,"September 1, 2020",Anticipated,2020-09-01,"July 1, 2020",Anticipated,2020-07-01,,Interventional,PEGASUS,,Study to Assess the Safety and Biological Activity of AMX0035 for the Treatment of Alzheimer's Disease,"Phase II Study to Assess the Safety, Tolerability, and Target Engagement of AMX0035, a Fixed Combination of Sodium Phenylbutyrate and Tauroursodeoxycholic Acid for the Treatment of Alzheimer's Disease",Recruiting,,Phase 2,100,Anticipated,Amylyx Pharmaceuticals Inc.,,2,,,,,,,False,True,False,,,,,,,,,Undecided,,2020-02-01 08:04:53.807069,2020-02-01 08:04:53.807069,Amylyx Pharmaceuticals Inc.,Industry,Placebo,Drug
NCT03620981,"ClinicalTrials.gov processed this data on January 31, 2020",2018-08-05,,,2019-07-09,2018-08-05,2018-08-08,Actual,,,,,,,2019-07-09,2019-07-11,Actual,"August 20, 2018",Actual,2018-08-20,July 2019,2019-07-31,November 2021,Anticipated,2021-11-30,November 2021,Anticipated,2021-11-30,,Interventional,,,Brexpiprazole for the Treatment of Patients With Agitation Associated With Dementia of the Alzheimer's Type,"A Phase 2/3 Multicenter, Placebo-controlled, Randomized, Double-blind, Parallel-group Comparison Trial to Evaluate the Efficacy and Safety of Brexpiprazole (OPC-34712) in the Treatment of Patients With Agitation Associated With Dementia of the Alzheimer's Type",Recruiting,,Phase 2/Phase 3,407,Anticipated,"Otsuka Pharmaceutical Co., Ltd.",,3,,,False,,,,True,False,False,,,,,,,,,Undecided,,2020-02-01 07:51:00.823260,2020-02-01 07:51:00.823260,"Otsuka Pharmaceutical Co., Ltd.",Industry,Placebo,Drug
NCT03625622,"ClinicalTrials.gov processed this data on January 31, 2020",2018-08-08,,,2019-03-28,2018-08-08,2018-08-10,Actual,,,,,,,2019-03-28,2019-04-01,Actual,"January 15, 2019",Actual,2019-01-15,March 2019,2019-03-31,"August 1, 2020",Anticipated,2020-08-01,"June 1, 2020",Anticipated,2020-06-01,,Interventional,,,Efficacy and Safety of 26-Week Treatment of AR1001 in Patients With Mild to Moderate Alzheimer's Disease,"A Double-Blind, Randomized, Placebo-Controlled Study to Evaluate Efficacy and Safety of 26-Week Treatment of AR1001 in Patients With Mild to Moderate Alzheimer's Disease",Recruiting,,Phase 2,210,Anticipated,"AriBio Co., Ltd.",,3,,,,,,,False,True,False,,,,,,,,,,,2020-02-01 07:50:16.488873,2020-02-01 07:50:16.488873,"AriBio Co., Ltd.",Industry,Placebo,Drug
NCT03639987,"ClinicalTrials.gov processed this data on January 31, 2020",2018-08-17,,,2019-11-07,2018-08-17,2018-08-21,Actual,,,,,,,2019-11-07,2019-11-12,Actual,"December 20, 2018",Actual,2018-12-20,November 2019,2019-11-30,"July 30, 2019",Actual,2019-07-30,"July 30, 2019",Actual,2019-07-30,,Interventional,EVOLVE,,A Study of Aducanumab in Participants With Mild Cognitive Impairment Due to Alzheimer's Disease or With Mild Alzheimer's Disease Dementia to Evaluate the Safety of Continued Dosing in Participants With Asymptomatic Amyloid-Related Imaging Abnormalities,"A Phase 2, Multicenter, Randomized, Parallel-Group, Double-Blind, Controlled Study of Aducanumab (BIIB037) in Subjects With Mild Cognitive Impairment Due to Alzheimer's Disease or With Mild Alzheimer's Disease Dementia to Evaluate the Safety of Continued Dosing in Subjects With Asymptomatic Amyloid-Related Imaging Abnormalities",Terminated,,Phase 2,500,Actual,Biogen,,2,,"Study was discontinued based on futility analysis conducted on Phase 3 trials (NCT02477800 and
    NCT02484547) and not based on safety concerns.",False,,,,True,True,False,,,,,,,,,,,2020-02-01 07:47:53.971667,2020-02-01 07:47:53.971667,Biogen,Industry,Placebo,Drug
NCT03698695,"ClinicalTrials.gov processed this data on January 31, 2020",2018-10-02,,,2020-01-21,2018-10-03,2018-10-09,Actual,,,,,,,2020-01-21,2020-01-22,Actual,"September 27, 2018",Actual,2018-09-27,January 2020,2020-01-31,"December 20, 2019",Actual,2019-12-20,"October 20, 2019",Actual,2019-10-20,,Interventional,,,"A Pharmacodynamics, Safety, and Pharmacokinetics Study of THN201 Versus Donepezil in Healthy Male Volunteers","A Double Blind, Placebo-controlled, Randomized, 15-day Treatment, Pharmacodynamics, Safety, and Pharmacokinetics Study of THN201 Versus Donepezil Administered Orally to Healthy Male Volunteers Including a Scopolamine Challenge",Completed,,Phase 1,152,Actual,Theranexus,,3,,,False,,,,False,False,False,,,,,,,,,,,2020-02-01 07:39:11.698156,2020-02-01 07:39:11.698156,Theranexus,Industry,Placebo,Drug
NCT03703856,"ClinicalTrials.gov processed this data on January 31, 2020",2018-10-09,,,2020-01-21,2018-10-10,2018-10-12,Actual,,,,,,,2020-01-21,2020-01-23,Actual,"January 31, 2019",Actual,2019-01-31,January 2020,2020-01-31,August 2023,Anticipated,2023-08-31,August 2023,Anticipated,2023-08-31,,Interventional,,,Biomarker Predictors of Memantine Sensitivity in Patients With Alzheimer's Disease,Biomarker Predictors of Memantine Sensitivity in Patients With Alzheimer's Disease,Recruiting,,Phase 4,88,Anticipated,"University of California, San Diego",,2,,,False,,,,,True,False,,,True,,,,,,,,2020-02-01 07:38:26.839208,2020-02-01 07:38:26.839208,"University of California, San Diego",Other,Placebo,Drug
NCT03817684,"ClinicalTrials.gov processed this data on January 31, 2020",2019-01-18,,,2019-10-30,2019-01-23,2019-01-25,Actual,,,,,,,2019-10-30,2019-10-31,Actual,"April 30, 2019",Actual,2019-04-30,October 2019,2019-10-31,February 2020,Anticipated,2020-02-29,February 2020,Anticipated,2020-02-29,,Interventional,,,Tetra PICASSO AD Trial: Study to Evaluate Effects of BPN14770 in Early Alzheimer's Subjects,"A Randomized , Double Blind, Placebo Controlled, 3-Arm Parallel Design Study to Evaluate the Effects of BPN14770 in Patients With Early Stage Alzheimer's Disease","Active, not recruiting",,Phase 2,255,Actual,Tetra Discovery Partners,,3,,,False,,,,True,True,False,,,,,,,,,No,,2020-02-01 07:21:36.297810,2020-02-01 07:21:36.297810,Tetra Discovery Partners,Industry,Placebo,Drug
NCT03828747,"ClinicalTrials.gov processed this data on February 06, 2020",2019-01-29,,,2020-02-04,2019-01-31,2019-02-04,Actual,,,,,,,2020-02-04,2020-02-06,Estimate,"January 30, 2019",Actual,2019-01-30,February 2020,2020-02-29,"June 2, 2023",Anticipated,2023-06-02,"May 7, 2021",Anticipated,2021-05-07,,Interventional,,,A Study of Semorinemab in Patients With Moderate Alzheimer's Disease,"A Phase II, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Efficacy, and Safety Study of MTAU9937A in Patients With Moderate Alzheimer's Disease",Recruiting,,Phase 2,260,Anticipated,"Genentech, Inc.",,2,,,False,,,,True,True,False,,,,,,,,,Yes,"Qualified researchers may request access to individual patient level data through the clinical study data request platform (www.clinicalstudydatarequest.com). Further details on Roche's criteria for eligible studies are available here (https://clinicalstudydatarequest.com/Study-Sponsors/Study-Sponsors-Roche.aspx). For further details on Roche's Global Policy on the Sharing of Clinical Information and how to request access to related clinical study documents, see here (https://www.roche.com/research_and_development/who_we_are_how_we_work/clinical_trials/our_commitment_to_data_sharing.htm)",2020-02-07 05:56:24.743317,2020-02-07 05:56:24.743317,"Genentech, Inc.",Industry,Placebo,Drug
NCT03838185,"ClinicalTrials.gov processed this data on January 31, 2020",2019-02-07,,,2019-02-09,2019-02-09,2019-02-12,Actual,,,,,,,2019-02-09,2019-02-12,Actual,"January 22, 2019",Actual,2019-01-22,February 2019,2019-02-28,January 2020,Anticipated,2020-01-31,October 2019,Anticipated,2019-10-31,,Interventional,,,"Study to Assess the Safety, Tolerability and Pharmacokinetics of Single Ascending Oral Doses of J147","A Phase I, Randomized, Double-Blind, Placebo-Controlled Study to Assess the Safety, Tolerability and Pharmacokinetics of Single Ascending Oral Doses of J147 in Healthy Young Volunteers and Healthy Elderly Volunteers",Recruiting,,Phase 1,64,Anticipated,"Abrexa Pharmaceuticals, Inc.",,2,,,False,,,,True,True,False,,,,,,,,,Undecided,,2020-02-01 07:18:39.582788,2020-02-01 07:18:39.582788,"Abrexa Pharmaceuticals, Inc.",Industry,Placebo,Drug
NCT03867253,"ClinicalTrials.gov processed this data on January 31, 2020",2019-02-20,,,2019-12-02,2019-03-06,2019-03-07,Actual,,,,,,,2019-12-02,2019-12-03,Actual,"May 16, 2019",Actual,2019-05-16,November 2019,2019-11-30,"November 15, 2020",Anticipated,2020-11-15,"November 15, 2020",Anticipated,2020-11-15,,Interventional,ETHERAL-US,,Testing the Safety and Preliminary Efficacy of the New Drug ORY-2001 in Mild to Moderate Alzheimer's Disease,"A Multicentre,Randomised, Double-blind, Placebo-controlled, 3-arm, 24-week Parallel-group Study to Evaluate the Safety, Tolerability and Preliminary Efficacy of ORY-2001 in Patients With Mild-moderate Alzheimer's Disease",Recruiting,,Phase 2,33,Anticipated,Oryzon Genomics S.A.,,3,,,False,,,,True,True,False,,,,,,,,,Undecided,,2020-02-01 07:14:13.743720,2020-02-01 07:14:13.743720,Oryzon Genomics S.A.,Industry,Placebo,Drug
NCT03887455,"ClinicalTrials.gov processed this data on January 31, 2020",2019-03-21,,,2019-07-10,2019-03-21,2019-03-25,Actual,,,,,,,2019-07-10,2019-07-12,Actual,"March 27, 2019",Actual,2019-03-27,March 2019,2019-03-31,"March 7, 2024",Anticipated,2024-03-07,"February 24, 2022",Anticipated,2022-02-24,,Interventional,Clarity AD,,A Study to Confirm Safety and Efficacy of BAN2401 in Participants With Early Alzheimer's Disease,"A Placebo-Controlled, Double-Blind, Parallel-Group, 18-Month Study With an Open-Label Extension Phase to Confirm Safety and Efficacy of BAN2401 in Subjects With Early Alzheimer's Disease",Recruiting,,Phase 3,1566,Anticipated,Eisai Inc.,,3,,,False,,,,True,True,False,,,False,,,,,,Yes,Eisai's data sharing commitment and further information on how to request data can be found on our website http://eisaiclinicaltrials.com/.,2020-02-01 07:11:13.548680,2020-02-01 07:11:13.548680,Eisai Inc.,Industry,Placebo,Drug
NCT03980730,"ClinicalTrials.gov processed this data on January 31, 2020",2019-05-31,,,2020-01-13,2019-06-06,2019-06-10,Actual,,,,,,,2020-01-13,2020-01-14,Actual,"June 27, 2019",Actual,2019-06-27,January 2020,2020-01-31,July 2023,Anticipated,2023-07-31,April 2023,Anticipated,2023-04-30,,Interventional,Elevage,,Study of Azeliragon in Patients With Mild Alzheimer's Disease and Impaired Glucose Tolerance,"Randomized, Double-blind, Placebo-controlled, Multicenter Studies to Evaluate the Safety and Efficacy of Azeliragon as a Treatment for Subjects With Mild Alzheimer's Disease and Impaired Glucose Tolerance",Recruiting,,Phase 2/Phase 3,300,Anticipated,vTv Therapeutics,,2,,,False,,,,True,True,False,,,,,,,,,No,,2020-02-01 06:57:16.531793,2020-02-01 06:57:16.531793,vTv Therapeutics,Industry,Placebo,Drug
NCT04074837,"ClinicalTrials.gov processed this data on January 31, 2020",2019-08-27,,,2019-08-28,2019-08-28,2019-08-30,Actual,,,,,,,2019-08-28,2019-08-30,Actual,"August 1, 2019",Actual,2019-08-01,August 2019,2019-08-31,"April 1, 2020",Anticipated,2020-04-01,"March 1, 2020",Anticipated,2020-03-01,,Interventional,,,"Phase1a, Dose-escalation Study of NNI-362 in Healthy Aged Volunteers","Phase1a, Randomized Placebo-controlled, Single and Multiple Dose, Dose-escalation Study to Evaluate the Safety, Tolerability and Pharmacokinetics of Oral NNI-362 in Healthy Aged Volunteers 50 to 72 Years of Age",Recruiting,,Phase 1,56,Anticipated,"Neuronascent, Inc.",,4,,,False,,,,True,True,False,,,,,,,,,No,This clinical trial will be available for peer-reviewed publication.,2020-02-01 06:43:42.295547,2020-02-01 06:43:42.295547,"Neuronascent, Inc.",Industry,Placebo,Drug
NCT04187547,"ClinicalTrials.gov processed this data on February 06, 2020",2019-11-29,,,2020-02-04,2019-12-03,2019-12-05,Actual,,,,,,,2020-02-04,2020-02-06,Estimate,"July 31, 2020",Anticipated,2020-07-31,February 2020,2020-02-29,"December 31, 2022",Anticipated,2022-12-31,"September 30, 2022",Anticipated,2022-09-30,,Interventional,,,A Phase III Multi Regional Clinical Trial (MRCT) of Tricaprilin in Mild to Moderately Severe Probable Alzheimer's Disease With Optional Open Label Extension,"A 20-Week, Double-blind, Randomised, Placebo-controlled, Parallel-group Trial to Investigate the Efficacy and Safety of Daily Administration of Tricaprilin as AC-SD-03 in Subjects With Mild to Moderately Severe Probable Alzheimer's Disease and Who Are Non-carriers of the APOE4 Allele With an Optional 30-Week Open Label Extension",Not yet recruiting,,Phase 3,300,Anticipated,Cerecin,,2,,,False,,,,True,True,False,,,,,,,,,,,2020-02-07 05:47:57.344149,2020-02-07 05:47:57.344149,Cerecin,Industry,Placebo,Drug
NCT04191486,"ClinicalTrials.gov processed this data on February 06, 2020",2019-11-26,,,2020-02-05,2019-12-05,2019-12-09,Actual,,,,,,,2020-02-05,2020-02-06,Estimate,"December 24, 2019",Actual,2019-12-24,February 2020,2020-02-29,October 2022,Anticipated,2022-10-31,September 2022,Anticipated,2022-09-30,,Interventional,,,Efficacy and Safety of T-817MA in Patients With Mild Cognitive Impairment Due to Alzheimer's Disease (AD) or Mild AD,"A Phase 2 Multi-center, Randomized, Double-blind, Placebo-controlled, Parallel Group Study to Evaluate the Efficacy and Safety of T-817MA in Patients With Mild Cognitive Impairment Due to Alzheimer's Disease or Mild Alzheimer's Disease",Recruiting,,Phase 2,200,Anticipated,"FUJIFILM Toyama Chemical Co., Ltd.",,2,,,False,,,,True,False,False,,,,,,,,,Undecided,Details for sharing data have not been decided yet.,2020-02-07 05:47:54.530500,2020-02-07 05:47:54.530500,"FUJIFILM Toyama Chemical Co., Ltd.",Industry,Placebo,Drug
NCT02168920,"ClinicalTrials.gov processed this data on January 31, 2020",2014-06-18,,,2017-10-13,2014-06-18,2014-06-20,Estimate,,,,,,,2017-10-13,2017-10-16,Actual,"June 11, 2014",Actual,2014-06-11,October 2017,2017-10-31,"March 18, 2016",Actual,2016-03-18,"March 18, 2016",Actual,2016-03-18,,Interventional,,,Aripiprazole for the Treatment of Patients With Agitation Associated With Dementia of the Alzheimer's Type,"A Multicenter, Randomized, Double-blind, Placebo-controlled Trial to Evaluate the Efficacy, Safety, and Tolerability of Aripiprazole in the Treatment of Patients With Agitation Associated With Dementia of the Alzheimer's Type",Terminated,,Phase 3,150,Actual,"Otsuka Pharmaceutical Co., Ltd.",,4,,It was difficult to secure enrollment of the targeted number of subjects.,False,,,,True,,,,,,,,,,,,,2020-02-01 12:37:21.845361,2020-02-01 12:37:21.845361,"Otsuka Pharmaceutical Co., Ltd.",Industry,Placebo (0 mg/day),Drug
NCT03752294,"ClinicalTrials.gov processed this data on January 31, 2020",2018-05-15,,,2018-11-20,2018-11-20,2018-11-23,Actual,,,,,,,2018-11-20,2018-11-23,Actual,November 2018,Anticipated,2018-11-30,November 2018,2018-11-30,December 2021,Anticipated,2021-12-31,November 2021,Anticipated,2021-11-30,,Interventional,,,A Novel Therapeutic Target for Alzheimer's Disease in Men and Women 50-85 Years of Age.,"A 24-month, Randomized-control, Double-blind, Multi-center, Delayed-start, Pilot Study Evaluating Thrombin Inhibitions Alzheimer's Disease Using 150mg Dabigatran Daily: A Novel Therapeutic Target for Alzheimer's Disease",Not yet recruiting,,Phase 1,40,Anticipated,University of Rhode Island,,3,,,False,,,,True,False,False,,,False,,,,,,Undecided,,2020-02-01 07:31:02.811291,2020-02-01 07:31:02.811291,University of Rhode Island,Other,Placebo - Cap,Drug
NCT03823404,"ClinicalTrials.gov processed this data on January 31, 2020",2019-01-24,,,2020-01-10,2019-01-29,2019-01-30,Actual,,,,,,,2020-01-10,2020-01-13,Actual,"March 28, 2019",Actual,2019-03-28,December 2019,2019-12-31,"December 31, 2022",Anticipated,2022-12-31,"December 31, 2021",Anticipated,2021-12-31,,Interventional,,,GAIN Trial: Phase 2/3 Study of COR388 in Subjects With Alzheimer's Disease,"GAIN Trial: A Randomized, Double-Blind, Placebo-Controlled Study of COR388 in Subjects With Alzheimer's Disease",Recruiting,,Phase 2/Phase 3,573,Anticipated,Cortexyme Inc.,,3,,,False,,,,True,True,False,,,,,,,,,No,,2020-02-01 07:20:47.948947,2020-02-01 07:20:47.948947,Cortexyme Inc.,Industry,Placebo capsule,Drug
NCT02947893,"ClinicalTrials.gov processed this data on January 31, 2020",2016-10-21,,,2019-03-12,2016-10-27,2016-10-28,Estimate,,,,,,,2019-03-12,2019-03-13,Actual,January 2017,Actual,2017-01-31,March 2019,2019-03-31,February 2020,Anticipated,2020-02-29,December 2019,Anticipated,2019-12-31,,Interventional,AD,,"Impact of Nilotinib on Safety, Biomarkers and Clinical Outcomes in Mild to Moderate Alzheimer's Disease","A Randomized, Double Blind, Placebo-controlled Study to Evaluate the Impact of Low Doses of Nilotinib (Tasigna®) on Safety, Biomarkers and Clinical Outcomes in Subjects With Mild to Moderate Alzheimer's Disease","Active, not recruiting",,Phase 2,42,Anticipated,Georgetown University,,2,,,False,,,,True,,,,,,,,,,,No,,2020-02-01 09:47:48.303388,2020-02-01 09:47:48.303388,Georgetown University,Other,Placebo Capsule(s) Once a Day by Mouth,Drug
